"","Position","C.T","G.A"
"1",1,0.947918854603381,0
"2",2,0.920745375492361,0
"3",3,0.889643373942868,0
"4",4,0.859956630373291,0
"5",5,0.836140421162444,0
"6",6,0.819554599025255,0
"7",7,0.809108247774653,0
"8",8,0.802939068438036,0
"9",9,0.799433369320608,0
"10",10,0.797484594186978,0
"11",11,0.796414481259936,0
"12",12,0.795830776942703,0
"13",-12,0.795830776942703,0
"14",-11,0.796414481259936,0
"15",-10,0.797484594186978,0
"16",-9,0.799433369320608,0
"17",-8,0.802939068438036,0
"18",-7,0.809108247774653,0
"19",-6,0.819554599025255,0
"20",-5,0.836140421162444,0
"21",-4,0.859956630373291,0
"22",-3,0.889643373942868,0
"23",-2,0.920745375492361,0
"24",-1,0.947918854603381,0
