"","Position","C.T","G.A"
"1",1,0.560905319368704,0
"2",2,0.422646214968842,0
"3",3,0.345964844728592,0
"4",4,0.300347093397485,0
"5",5,0.270713645341457,0
"6",6,0.250342325178994,0
"7",7,0.235842199999292,0
"8",8,0.22527704346958,0
"9",9,0.217441633323857,0
"10",10,0.211544312459742,0
"11",11,0.207047194421605,0
"12",12,0.203576285606123,0
"13",-12,0.203576285606123,0
"14",-11,0.207047194421605,0
"15",-10,0.211544312459742,0
"16",-9,0.217441633323857,0
"17",-8,0.22527704346958,0
"18",-7,0.235842199999292,0
"19",-6,0.250342325178994,0
"20",-5,0.270713645341457,0
"21",-4,0.300347093397485,0
"22",-3,0.345964844728592,0
"23",-2,0.422646214968842,0
"24",-1,0.560905319368704,0
