pos	3pG>A
1	0.0168307762766201
2	0.0179290157336261
3	0.0183588079583298
4	0.0177564825253664
5	0.0169667263644076
6	0.0163772158733015
7	0.0156684591136659
8	0.0136161541311597
9	0.0152270703472841
10	0.0163398692810458
11	0.0141666666666667
12	0.0178443328550933
13	0.0165166558411432
14	0.0152242111090607
15	0.0166272862518596
16	0.0151947693157749
17	0.0148005148005148
18	0.016161974957819
19	0.0142766208966082
20	0.0150702662721893
21	0.0166740971912617
22	0.015881913303438
23	0.0154915031452446
24	0.0171499292786421
25	0.0150471356055112
